,commit_hash,file,implicated
0,43871e2fa652811188039e1176aaa7c3e1db0ccf,solr/core/src/java/org/apache/solr/response/PHPSerializedResponseWriter.java,1
1,8338fdc9af30b0e542d6cd6edfd8daa703f5686d,lucene/core/src/java/org/apache/lucene/store/NativeFSLockFactory.java,1
2,4efc762f4eb5515b865f1827c6e794f20f7e69cb,solr/core/src/test/org/apache/solr/core/TestSolrXml.java,1
3,4efc762f4eb5515b865f1827c6e794f20f7e69cb,solr/core/src/java/org/apache/solr/core/ConfigSolr.java,1
4,4efc762f4eb5515b865f1827c6e794f20f7e69cb,solr/core/src/java/org/apache/solr/core/CoreContainer.java,1
5,4efc762f4eb5515b865f1827c6e794f20f7e69cb,solr/core/src/java/org/apache/solr/cloud/ZkController.java,1
6,4efc762f4eb5515b865f1827c6e794f20f7e69cb,solr/core/src/java/org/apache/solr/cloud/ZkCLI.java,1
7,4efc762f4eb5515b865f1827c6e794f20f7e69cb,solr/core/src/java/org/apache/solr/core/ConfigSolrXml.java,1
8,4efc762f4eb5515b865f1827c6e794f20f7e69cb,solr/core/src/java/org/apache/solr/core/CoreDescriptor.java,1
9,4efc762f4eb5515b865f1827c6e794f20f7e69cb,solr/core/src/test/org/apache/solr/core/TestLazyCores.java,1
10,49bac607acebbbc0f8d44baff9360855049cb52e,lucene/join/src/java/org/apache/lucene/search/join/BitDocIdSetCachingWrapperFilter.java,1
11,49bac607acebbbc0f8d44baff9360855049cb52e,lucene/core/src/java/org/apache/lucene/search/FilterCache.java,1
12,49bac607acebbbc0f8d44baff9360855049cb52e,lucene/core/src/test/org/apache/lucene/search/TestLRUFilterCache.java,1
13,49bac607acebbbc0f8d44baff9360855049cb52e,lucene/facet/src/test/org/apache/lucene/facet/range/TestRangeFacetCounts.java,1
14,49bac607acebbbc0f8d44baff9360855049cb52e,lucene/core/src/java/org/apache/lucene/search/CachingWrapperFilter.java,1
15,49bac607acebbbc0f8d44baff9360855049cb52e,lucene/test-framework/src/java/org/apache/lucene/util/LuceneTestCase.java,1
16,49bac607acebbbc0f8d44baff9360855049cb52e,lucene/core/src/java/org/apache/lucene/search/FilterCachingPolicy.java,1
17,49bac607acebbbc0f8d44baff9360855049cb52e,lucene/core/src/test/org/apache/lucene/search/TestCachingWrapperFilter.java,1
18,49bac607acebbbc0f8d44baff9360855049cb52e,lucene/core/src/java/org/apache/lucene/search/LRUFilterCache.java,1
19,49bac607acebbbc0f8d44baff9360855049cb52e,lucene/core/src/java/org/apache/lucene/search/QueryCachingPolicy.java,1
20,49bac607acebbbc0f8d44baff9360855049cb52e,lucene/misc/src/test/org/apache/lucene/index/sorter/TestBlockJoinSorter.java,1
21,49bac607acebbbc0f8d44baff9360855049cb52e,lucene/misc/src/test/org/apache/lucene/index/TestBlockJoinSorter.java,1
22,49bac607acebbbc0f8d44baff9360855049cb52e,lucene/core/src/java/org/apache/lucene/search/UsageTrackingFilterCachingPolicy.java,1
23,7abae93b9d504085435cedf0ab452c7c74e94896,lucene/core/src/java/org/apache/lucene/index/CheckIndex.java,1
24,6ed593290e9b64788154b8b28977898155415f51,lucene/spatial/src/java/org/apache/lucene/spatial/DisjointSpatialFilter.java,1
25,6ed593290e9b64788154b8b28977898155415f51,lucene/core/src/java/org/apache/lucene/search/DocValuesTermsFilter.java,1
26,6ed593290e9b64788154b8b28977898155415f51,lucene/test-framework/src/java/org/apache/lucene/util/LuceneTestCase.java,1
27,6ed593290e9b64788154b8b28977898155415f51,lucene/core/src/test/org/apache/lucene/search/TestDocTermOrdsRewriteMethod.java,1
28,6ed593290e9b64788154b8b28977898155415f51,lucene/test-framework/src/java/org/apache/lucene/search/QueryUtils.java,1
29,6ed593290e9b64788154b8b28977898155415f51,lucene/core/src/test/org/apache/lucene/index/TestBackwardsCompatibility.java,1
30,6ed593290e9b64788154b8b28977898155415f51,lucene/core/src/test/org/apache/lucene/util/junitcompat/TestFailOnFieldCacheInsanity.java,1
31,6ed593290e9b64788154b8b28977898155415f51,lucene/grouping/src/test/org/apache/lucene/search/grouping/AllGroupHeadsCollectorTest.java,1
32,6ed593290e9b64788154b8b28977898155415f51,lucene/misc/src/test/org/apache/lucene/uninverting/TestNumericTerms32.java,1
33,6ed593290e9b64788154b8b28977898155415f51,lucene/test-framework/src/java/org/apache/lucene/util/TestRuleFieldCacheSanity.java,1
34,6ed593290e9b64788154b8b28977898155415f51,lucene/misc/src/test/org/apache/lucene/uninverting/TestFieldCacheSort.java,1
35,6ed593290e9b64788154b8b28977898155415f51,lucene/core/src/java/org/apache/lucene/search/DocValuesRewriteMethod.java,1
36,6ed593290e9b64788154b8b28977898155415f51,lucene/misc/src/test/org/apache/lucene/uninverting/TestNumericTerms64.java,1
37,6ed593290e9b64788154b8b28977898155415f51,lucene/queries/src/java/org/apache/lucene/queries/function/valuesource/ReverseOrdFieldSource.java,1
38,6ed593290e9b64788154b8b28977898155415f51,lucene/misc/src/java/org/apache/lucene/uninverting/FieldCacheSanityChecker.java,1
39,6ed593290e9b64788154b8b28977898155415f51,lucene/core/src/java/org/apache/lucene/search/FieldCacheRewriteMethod.java,1
40,6ed593290e9b64788154b8b28977898155415f51,lucene/grouping/src/test/org/apache/lucene/search/grouping/TestGrouping.java,1
41,6ed593290e9b64788154b8b28977898155415f51,lucene/core/src/java/org/apache/lucene/index/DocValues.java,1
42,6ed593290e9b64788154b8b28977898155415f51,lucene/misc/src/test/org/apache/lucene/uninverting/TestFieldCacheWithThreads.java,1
43,6ed593290e9b64788154b8b28977898155415f51,lucene/misc/src/test/org/apache/lucene/uninverting/TestFieldCache.java,1
44,6ed593290e9b64788154b8b28977898155415f51,lucene/core/src/java/org/apache/lucene/index/FilterLeafReader.java,1
45,6ed593290e9b64788154b8b28977898155415f51,lucene/core/src/java/org/apache/lucene/search/DocTermOrdsRewriteMethod.java,1
46,6ed593290e9b64788154b8b28977898155415f51,lucene/queries/src/java/org/apache/lucene/queries/function/valuesource/OrdFieldSource.java,1
47,6ed593290e9b64788154b8b28977898155415f51,lucene/misc/src/test/org/apache/lucene/uninverting/TestFieldCacheVsDocValues.java,1
48,6ed593290e9b64788154b8b28977898155415f51,lucene/core/src/java/org/apache/lucene/search/FieldCacheTermsFilter.java,1
49,6ed593290e9b64788154b8b28977898155415f51,lucene/core/src/java/org/apache/lucene/search/FieldCacheRangeFilter.java,1
50,6ed593290e9b64788154b8b28977898155415f51,lucene/misc/src/test/org/apache/lucene/uninverting/TestFieldCacheReopen.java,1
51,6ed593290e9b64788154b8b28977898155415f51,lucene/misc/src/java/org/apache/lucene/uninverting/UninvertingReader.java,1
52,6ed593290e9b64788154b8b28977898155415f51,lucene/core/src/test/org/apache/lucene/search/TestSortRandom.java,1
53,6ed593290e9b64788154b8b28977898155415f51,lucene/core/src/test/org/apache/lucene/search/TestExplanations.java,1
54,a24e21c5feca2c51eb0a379154ef99ac02ef5308,lucene/core/src/test/org/apache/lucene/index/TestAddIndexes.java,1
55,a24e21c5feca2c51eb0a379154ef99ac02ef5308,lucene/src/java/org/apache/lucene/index/SegmentMerger.java,1
56,a24e21c5feca2c51eb0a379154ef99ac02ef5308,lucene/src/test/org/apache/lucene/index/TestSegmentMerger.java,1
57,a24e21c5feca2c51eb0a379154ef99ac02ef5308,lucene/src/java/org/apache/lucene/index/IndexWriter.java,1
