,commit_hash,file,implicated
0,ee69d9294ad820ce3c6c6225d1c3229f3d5aa411,lucene/suggest/src/java/org/apache/lucene/search/suggest/analyzing/FreeTextSuggester.java,1
1,ee69d9294ad820ce3c6c6225d1c3229f3d5aa411,lucene/core/src/java/org/apache/lucene/util/fst/Util.java,1
2,ee69d9294ad820ce3c6c6225d1c3229f3d5aa411,lucene/suggest/src/test/org/apache/lucene/search/suggest/analyzing/TestFreeTextSuggester.java,1
3,5660a0e2d1969921dbe321c33491baabc20db80a,lucene/core/src/test/org/apache/lucene/search/TestSearchAfter.java,1
4,8461a847c981b9cf5f9d6453349dfc5a48b8fa36,lucene/analysis/phonetic/src/test/org/apache/lucene/analysis/phonetic/TestPhoneticFilterFactory.java,1
5,7e4580920093ab9312d2b9889b74527d07cbf7d4,lucene/core/src/java/org/apache/lucene/codecs/lucene40/Lucene40SegmentInfoFormat.java,1
6,7e4580920093ab9312d2b9889b74527d07cbf7d4,lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextSegmentInfoReader.java,1
7,7e4580920093ab9312d2b9889b74527d07cbf7d4,lucene/core/src/java/org/apache/lucene/codecs/lucene40/Lucene40FieldInfosFormat.java,1
8,f0f1569b41b5b164c4202b97e6cbd2c7abfdb0db,lucene/queries/src/test/org/apache/lucene/queries/function/TestValueSources.java,1
9,3acf2ce9ac0a85f86e143ae7dbaa920d987624c4,lucene/core/src/test/org/apache/lucene/index/TestCheckIndex.java,1
10,3acf2ce9ac0a85f86e143ae7dbaa920d987624c4,lucene/core/src/java/org/apache/lucene/util/Constants.java,1
11,396b2a4b534305c62099fdf358cbe5d7e3810d29,lucene/core/src/java/org/apache/lucene/index/DocumentsWriterStallControl.java,1
12,bd4f90f90c38481eb41cfaaf134b6fab3fbb75f7,lucene/codecs/src/java/org/apache/lucene/codecs/block/BlockPostingsWriter.java,1
13,bd4f90f90c38481eb41cfaaf134b6fab3fbb75f7,lucene/codecs/src/java/org/apache/lucene/codecs/block/BlockPostingsReader.java,1
14,bd4f90f90c38481eb41cfaaf134b6fab3fbb75f7,lucene/codecs/src/java/org/apache/lucene/codecs/block/BlockSkipReader.java,1
15,bd4f90f90c38481eb41cfaaf134b6fab3fbb75f7,lucene/codecs/src/java/org/apache/lucene/codecs/block/BlockSkipWriter.java,1
16,7f2abff65a82e3ba77697dce55216f8d5e3aed3e,lucene/core/src/test/org/apache/lucene/search/TestTermVectors.java,1
17,6675a2b0fe8c7bb7b1a4618b04caa1f6c35f89a1,lucene/test-framework/src/java/org/apache/lucene/index/BasePostingsFormatTestCase.java,1
18,6675a2b0fe8c7bb7b1a4618b04caa1f6c35f89a1,lucene/core/src/test/org/apache/lucene/codecs/perfield/TestPerFieldPostingsFormat.java,1
19,fc6914c4cc0c5feecf584fc0612a8f15bac249ea,lucene/core/src/test/org/apache/lucene/store/TestLockFactory.java,1
20,5a8c4405462495e5645c71f8b6defeabcc96bdd5,lucene/highlighter/src/java/org/apache/lucene/search/vectorhighlight/BaseFragmentsBuilder.java,1
21,5a8c4405462495e5645c71f8b6defeabcc96bdd5,lucene/highlighter/src/test/org/apache/lucene/search/vectorhighlight/SimpleFragmentsBuilderTest.java,1
22,694ec2f6589ddefa1828437621f4dda7e827ae47,modules/analysis/common/src/test/org/apache/lucene/collation/CollationTestBase.java,1
23,06b48c925f68a949192f1fbe966535ab83b256e5,lucene/analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/LimitTokenPositionFilterFactory.java,1
24,06b48c925f68a949192f1fbe966535ab83b256e5,lucene/analysis/common/src/test/org/apache/lucene/analysis/miscellaneous/TestLimitTokenPositionFilterFactory.java,1
25,06b48c925f68a949192f1fbe966535ab83b256e5,lucene/analysis/common/src/test/org/apache/lucene/analysis/miscellaneous/TestLimitTokenPositionFilter.java,1
26,345d94fda48f0e3e2219b9daf572f6e31a5a3565,lucene/spatial/src/test/org/apache/lucene/spatial/bbox/TestBBoxStrategy.java,1
