"sha","file","previous_implications"
"bbc3fdc9973cf02256539a794b617c9b0da5b81f","zookeeper/java/src/com/yahoo/zookeeper/server/quorum/QuorumPeer.java","0"
"3eed1f68e7fcf50b54e67afff46c205c7762da7e","zookeeper/java/src/com/yahoo/zookeeper/server/ZooKeeperServer.java","0"
"03b424d305d37caffb28dcb35122380c83d953d3","zookeeper/java/src/com/yahoo/zookeeper/server/PurgeTxnLog.java","0"
"2cc64f54fdf857437ac7325639afdb67bbfb0388","zookeeper/test/com/yahoo/zookeeper/test/AsyncTest.java","0"
"2cc64f54fdf857437ac7325639afdb67bbfb0388","zookeeper/test/com/yahoo/zookeeper/test/GenerateLoad.java","0"
"2cc64f54fdf857437ac7325639afdb67bbfb0388","zookeeper/test/com/yahoo/zookeeper/test/OOMTest.java","0"
"2cc64f54fdf857437ac7325639afdb67bbfb0388","zookeeper/test/com/yahoo/zookeeper/test/ClientTest.java","0"
"2cc64f54fdf857437ac7325639afdb67bbfb0388","zookeeper/test/com/yahoo/zookeeper/test/SessionTest.java","0"
"2cc64f54fdf857437ac7325639afdb67bbfb0388","zookeeper/test/com/yahoo/zookeeper/test/RecoveryTest.java","0"
"2cc64f54fdf857437ac7325639afdb67bbfb0388","zookeeper/test/com/yahoo/zookeeper/test/QuorumTest.java","0"
"2cc64f54fdf857437ac7325639afdb67bbfb0388","zookeeper/test/com/yahoo/zookeeper/test/SledgeHammer.java","0"
"2cc64f54fdf857437ac7325639afdb67bbfb0388","zookeeper/test/com/yahoo/zookeeper/test/ZooKeeperTestClient.java","0"
"2cc64f54fdf857437ac7325639afdb67bbfb0388","zookeeper/test/com/yahoo/zookeeper/test/CreateHammerTest.java","0"
"11d2d6fd92acf9abc762c41e0f7b91c5acc89f4f","zookeeper/java/src/com/yahoo/zookeeper/server/quorum/QuorumPeer.java","0"
"11d2d6fd92acf9abc762c41e0f7b91c5acc89f4f","zookeeper/java/src/com/yahoo/zookeeper/server/quorum/LeaderZooKeeperServer.java","0"
"11d2d6fd92acf9abc762c41e0f7b91c5acc89f4f","zookeeper/java/src/com/yahoo/zookeeper/server/quorum/FollowerZooKeeperServer.java","0"
"abe4a0f6f2a45a366af7a9aa88b05c3822ec8723","zookeeper/test/com/yahoo/zookeeper/test/TestHammer.java","0"
"abe4a0f6f2a45a366af7a9aa88b05c3822ec8723","zookeeper/test/com/yahoo/zookeeper/test/CreateHammerTest.java","0"
"39468c6987bfe3a65b583a44d70dacf29f1347c9","zookeeper/java/src/com/yahoo/zookeeper/server/quorum/FollowerHandler.java","0"
"7656b3a37f3052d82ddc8645c04738a7423e05dd","zookeeper/java/src/com/yahoo/zookeeper/server/DataTree.java","0"
"7656b3a37f3052d82ddc8645c04738a7423e05dd","zookeeper/java/src/com/yahoo/zookeeper/server/ZooLog.java","0"
"f78983413beb34dfb45d8e417fad32715e83d836","zookeeper/java/src/com/yahoo/jute/compiler/JRecord.java","0"
"e82d24b63d7efb6d75ac0bf8c55989c162657f69","zookeeper/java/src/com/yahoo/jute/compiler/JBoolean.java","0"
"e82d24b63d7efb6d75ac0bf8c55989c162657f69","zookeeper/java/src/com/yahoo/jute/compiler/JRecord.java","0"
"e82d24b63d7efb6d75ac0bf8c55989c162657f69","zookeeper/java/src/com/yahoo/jute/compiler/CGenerator.java","0"
"7c0ef00582fbaa8d91c43da7b19e30946eab1928","zookeeper/test/com/yahoo/zookeeper/test/AsyncTest.java","0"
"7c0ef00582fbaa8d91c43da7b19e30946eab1928","zookeeper/test/com/yahoo/zookeeper/test/TestHammer.java","0"
"7c0ef00582fbaa8d91c43da7b19e30946eab1928","zookeeper/test/com/yahoo/zookeeper/test/GenerateLoad.java","0"
"7c0ef00582fbaa8d91c43da7b19e30946eab1928","zookeeper/java/src/com/yahoo/zookeeper/ZooKeeper.java","0"
"9be327460d1cc4261874416df6dd18f9384443d5","zookeeper/java/src/com/yahoo/zookeeper/server/quorum/FollowerZooKeeperServer.java","0"
"9be327460d1cc4261874416df6dd18f9384443d5","zookeeper/java/src/com/yahoo/zookeeper/server/Request.java","0"
"9be327460d1cc4261874416df6dd18f9384443d5","zookeeper/java/src/com/yahoo/zookeeper/server/quorum/ProposalRequestProcessor.java","0"
"9be327460d1cc4261874416df6dd18f9384443d5","zookeeper/java/src/com/yahoo/zookeeper/ZooKeeper.java","0"
"9be327460d1cc4261874416df6dd18f9384443d5","zookeeper/java/src/com/yahoo/zookeeper/server/quorum/FollowerHandler.java","0"
"9be327460d1cc4261874416df6dd18f9384443d5","zookeeper/java/src/com/yahoo/zookeeper/server/PrepRequestProcessor.java","0"
"9be327460d1cc4261874416df6dd18f9384443d5","zookeeper/java/src/com/yahoo/zookeeper/server/quorum/Follower.java","0"
"9be327460d1cc4261874416df6dd18f9384443d5","zookeeper/java/src/com/yahoo/zookeeper/server/quorum/SendAckRequestProcessor.java","0"
"9be327460d1cc4261874416df6dd18f9384443d5","zookeeper/java/src/com/yahoo/zookeeper/server/quorum/FollowerRequestProcessor.java","0"
"9be327460d1cc4261874416df6dd18f9384443d5","zookeeper/java/src/com/yahoo/zookeeper/server/quorum/CommitProcessor.java","0"
