sha,file,implicated
8eb6d1df1e4420365a63dd6bb2d28c4fcd1b5cb5,math/src/main/java/org/apache/mahout/math/DenseVector.java,1
b530d4dc9204d42beb2197055db461b22a48d80c,core/src/main/java/org/apache/mahout/clustering/kmeans/Cluster.java,1
3bc895ff8672f6f3d00f34a5a66385fad3f7d96a,core/src/main/java/org/apache/mahout/ep/ThreadedEvolutionaryProcess.java,1
555cc737089c6d6be5d390a0928464d28bee4cef,examples/src/main/java/org/apache/mahout/clustering/syntheticcontrol/dirichlet/Job.java,1
555cc737089c6d6be5d390a0928464d28bee4cef,core/src/test/java/org/apache/mahout/clustering/dirichlet/TestMapReduce.java,1
555cc737089c6d6be5d390a0928464d28bee4cef,core/src/main/java/org/apache/mahout/clustering/dirichlet/DirichletDriver.java,1
555cc737089c6d6be5d390a0928464d28bee4cef,utils/src/test/java/org/apache/mahout/clustering/cdbw/TestCDbwEvaluator.java,1
758cc1bb5abdfb11484d0f3397886a4e7ef80d5c,examples/src/test/java/org/apache/mahout/ga/watchmaker/cd/CDCrossoverTest.java,1
758cc1bb5abdfb11484d0f3397886a4e7ef80d5c,core/src/main/java/org/apache/mahout/matrix/DenseVector.java,1
758cc1bb5abdfb11484d0f3397886a4e7ef80d5c,examples/src/main/java/org/apache/mahout/clustering/fuzzykmeans/DisplayFuzzyKMeans.java,1
758cc1bb5abdfb11484d0f3397886a4e7ef80d5c,integration/src/main/java/org/apache/mahout/utils/vectors/arff/ARFFVectorIterable.java,1
d0dbdfb7bb33326e6157cc69c0292a40dee1d10a,core/src/main/java/org/apache/mahout/classifier/sequencelearning/hmm/ViterbiEvaluator.java,1
d0dbdfb7bb33326e6157cc69c0292a40dee1d10a,core/src/main/java/org/apache/mahout/classifier/sequencelearning/hmm/BaumWelchTrainer.java,1
bb4fa3ab1b48e21fa39724eb63e6d59dd353e8e7,core/src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyJob.java,1
2ab5e922cf165b77a8304d9c86feb16a32baa9ac,core/src/main/java/org/apache/mahout/classifier/naivebayes/test/TestNaiveBayesDriver.java,1
9c76557b8c373fad8bb5c8bc91411c27abe4f0f0,math/src/test/java/org/apache/mahout/math/MatrixTest.java,1
44b4ed70b77bdae5b6ec336a57371038d77ef87c,core/src/main/java/org/apache/mahout/common/RandomWrapper.java,1
44b4ed70b77bdae5b6ec336a57371038d77ef87c,core/src/main/java/org/apache/mahout/math/hadoop/DistributedRowMatrix.java,1
44b4ed70b77bdae5b6ec336a57371038d77ef87c,examples/src/main/java/org/apache/mahout/clustering/syntheticcontrol/kmeans/Job.java,1
44b4ed70b77bdae5b6ec336a57371038d77ef87c,core/src/main/java/org/apache/mahout/vectorizer/collocations/llr/CollocDriver.java,1
44b4ed70b77bdae5b6ec336a57371038d77ef87c,core/src/main/java/org/apache/mahout/vectorizer/collocations/llr/LLRReducer.java,1
44b4ed70b77bdae5b6ec336a57371038d77ef87c,core/src/main/java/org/apache/mahout/math/hadoop/TimesSquaredJob.java,1
1ad2373fc111098b95ea9d2717f9380628aed007,integration/src/main/java/org/apache/mahout/utils/vectors/lucene/ClusterLabels.java,1
1ad2373fc111098b95ea9d2717f9380628aed007,core/src/main/java/org/apache/mahout/clustering/canopy/ClusterMapper.java,1
290e76ff0b67306dfa21062aad3a1c8b20e0b843,math/src/main/java/org/apache/mahout/math/SequentialAccessSparseVector.java,1
290e76ff0b67306dfa21062aad3a1c8b20e0b843,math/src/main/java/org/apache/mahout/math/DenseVector.java,1
be42fe00ae95b3d750f1f95f451db445d4a47f6e,core/src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyReducer.java,1
be42fe00ae95b3d750f1f95f451db445d4a47f6e,core/src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyJob.java,1
be42fe00ae95b3d750f1f95f451db445d4a47f6e,core/src/test/java/org/apache/mahout/clustering/meanshift/TestMeanShift.java,1
be42fe00ae95b3d750f1f95f451db445d4a47f6e,core/src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopy.java,1
be42fe00ae95b3d750f1f95f451db445d4a47f6e,core/src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyMapper.java,1
be42fe00ae95b3d750f1f95f451db445d4a47f6e,core/src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyDriver.java,1
84a4bce9e4a4964d396a4ada3da35df4d842a9fe,mr/src/test/java/org/apache/mahout/cf/taste/impl/similarity/precompute/MultithreadedBatchItemSimilaritiesTest.java,1
4b8c8d4ae0b18e25683342d41a4950388c8bd091,math/src/test/java/org/apache/mahout/math/VectorTest.java,1
4b8c8d4ae0b18e25683342d41a4950388c8bd091,math/src/main/java/org/apache/mahout/math/AbstractVector.java,1
4b8c8d4ae0b18e25683342d41a4950388c8bd091,core/src/main/java/org/apache/mahout/vectorizer/SparseVectorsFromSequenceFiles.java,1
4b8c8d4ae0b18e25683342d41a4950388c8bd091,core/src/main/java/org/apache/mahout/vectorizer/DictionaryVectorizer.java,1
1ac30a4af120f511c04461f5fbef6984d4cfa806,mrlegacy/src/main/java/org/apache/mahout/clustering/AbstractCluster.java,1
1ac30a4af120f511c04461f5fbef6984d4cfa806,core/src/test/java/org/apache/mahout/clustering/kmeans/TestKmeansClustering.java,1
d7a490a9fd59b47679e6d3d0248f4e79d639e1ff,core/src/main/java/org/apache/mahout/math/hadoop/TimesSquaredJob.java,1
d7a490a9fd59b47679e6d3d0248f4e79d639e1ff,core/src/main/java/org/apache/mahout/math/hadoop/TransposeJob.java,1
d7a490a9fd59b47679e6d3d0248f4e79d639e1ff,core/src/main/java/org/apache/mahout/math/hadoop/DistributedRowMatrix.java,1
595157bc194375fbc2f72a4279bfb9bc3ea34ef5,utils/src/main/java/org/apache/mahout/utils/clustering/ClusterDumper.java,1
595157bc194375fbc2f72a4279bfb9bc3ea34ef5,utils/src/main/java/org/apache/mahout/utils/vectors/VectorHelper.java,1
595157bc194375fbc2f72a4279bfb9bc3ea34ef5,integration/src/main/java/org/apache/mahout/utils/vectors/VectorHelper.java,1
ebc739324e931b150a73dc53f60e43105378c2ed,core/src/main/java/org/apache/mahout/clustering/OnlineGaussianAccumulator.java,1
d9a3043b0459271e7bebee3ad9a0033e537acfe6,examples/src/main/java/org/apache/mahout/classifier/bayes/SplitBayesInput.java,1
c7ed48699d97618399044cea050ecb4405469194,examples/src/main/java/org/apache/mahout/ga/watchmaker/cd/tool/CDInfosTool.java,1
1115e3b4e438702cfb75c81aa3a420e9d2524e8c,math/src/main/java/org/apache/mahout/math/DenseVector.java,1
5b40e01dd203d3e84bb27c6ab649e82ead952120,src/main/java/org/apache/mahout/matrix/VectorView.java,1
5b40e01dd203d3e84bb27c6ab649e82ead952120,math/src/main/java/org/apache/mahout/math/RandomAccessSparseVector.java,1
5b40e01dd203d3e84bb27c6ab649e82ead952120,math/src/main/java/org/apache/mahout/math/DenseVector.java,1
5b40e01dd203d3e84bb27c6ab649e82ead952120,math/src/main/java/org/apache/mahout/math/Vector.java,1
5b40e01dd203d3e84bb27c6ab649e82ead952120,math/src/main/java/org/apache/mahout/math/VectorView.java,1
5a2250c6e82880eb68b6f0a3953403c476486dfe,core/src/main/java/org/apache/mahout/math/hadoop/stochasticsvd/SSVDCli.java,1
5a2250c6e82880eb68b6f0a3953403c476486dfe,core/src/main/java/org/apache/mahout/math/hadoop/stochasticsvd/ABtDenseOutJob.java,1
5a2250c6e82880eb68b6f0a3953403c476486dfe,core/src/test/java/org/apache/mahout/math/hadoop/stochasticsvd/LocalSSVDSolverDenseTest.java,1
210fac329f44feaf54944b97a0848a9b8827b45c,core/src/main/java/org/apache/mahout/classifier/ConfusionMatrix.java,1
210fac329f44feaf54944b97a0848a9b8827b45c,integration/src/test/java/org/apache/mahout/utils/vectors/arff/ARFFVectorIterableTest.java,1
210fac329f44feaf54944b97a0848a9b8827b45c,utils/src/test/java/org/apache/mahout/utils/vectors/text/DictionaryVectorizerTest.java,1
210fac329f44feaf54944b97a0848a9b8827b45c,core/src/main/java/org/apache/mahout/classifier/df/split/OptIgSplit.java,1
210fac329f44feaf54944b97a0848a9b8827b45c,core/src/main/java/org/apache/mahout/vectorizer/collocations/llr/LLRReducer.java,1
210fac329f44feaf54944b97a0848a9b8827b45c,core/src/main/java/org/apache/mahout/clustering/fuzzykmeans/FuzzyKMeansDriver.java,1
210fac329f44feaf54944b97a0848a9b8827b45c,core/src/main/java/org/apache/mahout/fpm/pfpgrowth/PFPGrowth.java,1
18bf66395622980fc4796a0506aa12af484ed7f4,core/src/main/java/org/apache/mahout/math/RandomAccessSparseVectorWritable.java,1
18bf66395622980fc4796a0506aa12af484ed7f4,core/src/main/java/org/apache/mahout/math/SequentialAccessSparseVectorWritable.java,1
18bf66395622980fc4796a0506aa12af484ed7f4,core/src/main/java/org/apache/mahout/clustering/fuzzykmeans/FuzzyKMeansMapper.java,1
8ce9787b69ef4cba6409502b71496acd4ee838d6,core/src/main/java/org/apache/mahout/driver/MahoutDriver.java,1
75845af558f3ae0607336a17ff491265e0315aec,utils/src/main/java/org/apache/mahout/utils/vectors/lucene/Driver.java,1
53de8dcfa25980a395af03309cfed029798efb99,core/src/main/java/org/apache/mahout/clustering/kmeans/KMeansClusterer.java,1
53de8dcfa25980a395af03309cfed029798efb99,core/src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyJob.java,1
53de8dcfa25980a395af03309cfed029798efb99,core/src/main/java/org/apache/mahout/clustering/kmeans/KMeansDriver.java,1
53de8dcfa25980a395af03309cfed029798efb99,core/src/main/java/org/apache/mahout/clustering/canopy/ClusterMapper.java,1
53de8dcfa25980a395af03309cfed029798efb99,core/src/main/java/org/apache/mahout/clustering/dirichlet/DirichletDriver.java,1
53de8dcfa25980a395af03309cfed029798efb99,core/src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyDriver.java,1
53de8dcfa25980a395af03309cfed029798efb99,core/src/main/java/org/apache/mahout/clustering/canopy/CanopyDriver.java,1
53de8dcfa25980a395af03309cfed029798efb99,core/src/main/java/org/apache/mahout/clustering/fuzzykmeans/FuzzyKMeansDriver.java,1
53de8dcfa25980a395af03309cfed029798efb99,core/src/main/java/org/apache/mahout/clustering/lda/LDADriver.java,1
